id,アンケートID,案件名,回答者ID,完了フラグ,端末種類,性別,年齢,年代別,居住地,職業,できるだけ、地元でとれた野菜や果物を買いたいと思う。,地元の農家や生産者を応援できる商品に、特に魅力を感じる。,スーパーや店では、自分の住んでいる地域で生産された農産物かどうかを気にして選ぶことが多い。,地元の直売所や朝市での買い物には、価格以上の価値があると思う。,飲食店を選ぶとき、地元食材を使っているかどうかを重視したい。,少し高くても、環境に配慮して生産された農産物を選びたい。,できるだけ、プラスチック包装が少ない商品を選びたい。,食品ロス（食べ残しや賞味期限切れ）を減らすよう、普段から意識している。,将来の世代のために、環境負荷の少ない商品を選ぶべきだと思う。,児童労働のない生産体制で作られた商品を、できるだけ選びたい。,フェアトレードなど、生産者に適正な対価が支払われる仕組みの商品を選びたい。,働く人の人権や労働環境に配慮した企業の商品を優先的に買いたい。,農薬や化学肥料をできるだけ使っていない農産物を選びたい。,"生産者の顔やメッセージが表示されている農産物だと、より安心できる。",産地や生産方法の情報が明確な農産物を選びたい,同じような商品なら、環境や地域への配慮よりも、まず価格の安さで選びたい。,環境や労働倫理に配慮した商品であっても、普通の商品より高いと、あまり買う気にならない。,"環境や労働倫理に配慮した商品は、味や性能が劣るおそれがあるので、少し慎重になってしまう。",多少の不便があっても、環境や人、地域に配慮した選択をしたいと思う。,"環境や倫理に配慮した商品を選ぶことは、自分の生き方や価値観を表現することだと思う。",地元産や環境にやさしい商品を、家族や友人にも勧めたいと思う。,あなたの年齢について教えてください。,あなたの性別について教えてください
39191238,790233,FA_Toyo25,39191238,1,SP,男性,26,２０代,北海道,会社勤務（一般社員）,とてもそう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,40代,男性
39191274,790233,FA_Toyo25,39191274,1,SP,男性,15,１５歳以上,愛知県,学生,とてもそう思う,とてもそう思う,そう思う,そう思わない,どちらともいえない,そう思う,そう思わない,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,とてもそう思う,どちらともいえない,どちらともいえない,10代または10代以下,男性
39191282,790233,FA_Toyo25,39191282,1,PC,男性,25,２０代,京都府,学生,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思わない,そう思う,どちらともいえない,そう思う,20代,男性
39191294,790233,FA_Toyo25,39191294,1,SP,女性,16,１５歳以上,兵庫県,学生,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,まったくそう思わない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思わない,そう思わない,どちらともいえない,どちらともいえない,10代または10代以下,女性
39191299,790233,FA_Toyo25,39191299,1,SP,女性,18,１５歳以上,東京都,その他の職業,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,そう思う,20代,女性
39191305,790233,FA_Toyo25,39191305,1,SP,女性,28,２０代,北海道,会社勤務（一般社員）,そう思う,そう思う,そう思う,そう思う,そう思わない,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,20代,女性
39191327,790233,FA_Toyo25,39191327,1,PC,男性,38,３０代,東京都,会社勤務（一般社員）,そう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,とてもそう思う,そう思う,どちらともいえない,そう思う,そう思わない,どちらともいえない,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,そう思う,30代,男性
39191332,790233,FA_Toyo25,39191332,1,SP,女性,38,３０代,秋田県,無職,とてもそう思う,とてもそう思う,そう思わない,そう思う,まったくそう思わない,とてもそう思う,どちらともいえない,とてもそう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,どちらともいえない,とてもそう思う,どちらともいえない,そう思う,どちらともいえない,とてもそう思う,30代,女性
39191368,790233,FA_Toyo25,39191368,1,SP,男性,27,２０代,北海道,パート・アルバイト,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,とてもそう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思わない,どちらともいえない,どちらともいえない,そう思う,20代,男性
39191381,790233,FA_Toyo25,39191381,1,SP,女性,29,２０代,大阪府,会社勤務（一般社員）,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思わない,そう思わない,そう思う,とてもそう思う,そう思わない,どちらともいえない,どちらともいえない,そう思わない,そう思う,どちらともいえない,そう思う,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,20代,女性
39191383,790233,FA_Toyo25,39191383,1,SP,男性,19,１５歳以上,東京都,学生,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,10代または10代以下,男性
39191391,790233,FA_Toyo25,39191391,1,SP,女性,50,５０代,福井県,パート・アルバイト,とてもそう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,50代,女性
39191402,790233,FA_Toyo25,39191402,1,SP,女性,19,１５歳以上,長野県,学生,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,そう思わない,そう思わない,そう思う,どちらともいえない,どちらともいえない,10代または10代以下,女性
39191436,790233,FA_Toyo25,39191436,1,SP,女性,66,６０代,奈良県,無職,そう思う,どちらともいえない,どちらともいえない,そう思わない,そう思う,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,とてもそう思う,そう思わない,どちらともいえない,どちらともいえない,そう思う,60代以上,女性
